Item,ORIGEN PROVEEDOR,PROVEEDOR CCIAL,Estado,COMPRAS
18,0002 - IMPORTADO,0165 - VERA,Activo,0002 - NO
75,0001 - NACIONAL,0165 - VERA,Activo,0002 - NO
4507,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
4549,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
5066,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
5264,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
5512,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
6502,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
6932,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
7062,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
7211,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
10017,0001 - NACIONAL,0165 - VERA,Activo,0001 - SI
10116,0001 - NACIONAL,0165 - VERA,Activo,0002 - NO
10157,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
13029,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
13227,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
13490,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
14977,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
15495,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
15586,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
15693,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
16030,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
17525,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
18010,0001 - NACIONAL,0165 - VERA,Activo,0001 - SI
18093,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
19018,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
19067,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
19158,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
19190,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
19604,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
20032,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
20180,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
412742,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
412841,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
413500,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
413724,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
414409,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
414888,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
415083,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
415323,0001 - NACIONAL,0002 - ABRACOL,Activo,0001 - SI
415356,0001 - NACIONAL,0002 - ABRACOL,Activo,0001 - SI
415927,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
416081,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
416388,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
416594,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
416636,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
416768,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
453092,0001 - NACIONAL,0039 - CORSAN,Inactivo,0002 - NO
453159,0001 - NACIONAL,0039 - CORSAN,Inactivo,0002 - NO
453282,0001 - NACIONAL,0039 - CORSAN,Inactivo,0002 - NO
419739,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
419820,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
419929,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420059,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420315,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420430,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
420588,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
420661,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420794,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
420844,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
421230,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
421537,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
421693,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
425108,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
425785,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
426007,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
426262,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
426429,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
430744,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
431544,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
431601,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
431783,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
431981,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
432062,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
432229,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
432906,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
433086,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
433219,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
440610,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
441600,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
441667,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
33084,0001 - NACIONAL,0226 - SIN IDENTIFICAR,Bloqueado,0002 - NO
33175,0001 - NACIONAL,0226 - SIN IDENTIFICAR,Bloqueado,0002 - NO
33225,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33282,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33605,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33662,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33738,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
34009,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
34405,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
34504,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
35923,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
36152,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
36525,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
36632,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
37218,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
37291,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
37606,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
61424,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
61580,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
61705,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
61762,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62133,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62208,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62398,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62828,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62893,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
63131,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
63693,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
65060,0001 - NACIONAL,0088 - INDURRAJES,Bloqueado,0002 - NO
65714,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
65862,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
66423,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
441824,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
442137,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
442160,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
442236,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
442541,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
442780,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
442905,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
443127,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
443275,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
443572,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444026,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
444216,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444380,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
444448,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444471,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444620,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
488734,0001 - NACIONAL,0037 - COLCADENAS,Activo,0002 - NO
488924,0001 - NACIONAL,0037 - COLCADENAS,Inactivo,0002 - NO
500124,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
500421,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
500546,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
503573,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
503680,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
503722,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
504589,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
504647,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
504886,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
505800,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
506287,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
506543,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
506808,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
508754,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
66563,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
66613,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67074,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67173,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67306,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67389,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67413,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67470,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
68528,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
68684,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
78055,0001 - NACIONAL,0062 - FORTE,Inactivo,0002 - NO
80069,0001 - NACIONAL,0118 - PERMOFIELTROS,Inactivo,0002 - NO
80093,0001 - NACIONAL,0118 - PERMOFIELTROS,Bloqueado,0002 - NO
80242,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
80275,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
80424,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
81372,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
81570,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
81836,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
82008,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82057,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82230,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82263,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82339,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
82388,0001 - NACIONAL,0042 - DESTISOL,Activo,0001 - SI
82545,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
82768,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
70045,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
70086,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
70284,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
70730,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
72066,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
509000,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
546796,0001 - NACIONAL,0007 - ALZATE SERNA JHON JAIRO,Inactivo,0002 - NO
560102,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
561142,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
561282,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
561373,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
561647,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
562314,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
563130,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
563486,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
563510,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
563668,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
563817,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
563841,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
564146,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
564278,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
566984,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
567099,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
567396,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
567545,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
567610,0001 - NACIONAL,0069 - GRICOL,Inactivo,0002 - NO
568964,0001 - NACIONAL,0069 - GRICOL,Bloqueado,0002 - NO
1032,0001 - NACIONAL,0165 - VERA,Activo,0001 - SI
1727,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
5033,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
5199,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
5223,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
5298,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
5330,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
5439,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
5710,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
5769,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
7013,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
7278,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
7435,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
10082,0001 - NACIONAL,0165 - VERA,Activo,0001 - SI
11007,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
12062,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
13086,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
13151,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
14365,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
14928,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
15065,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
15255,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
15438,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
15545,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
16527,0001 - NACIONAL,0165 - VERA,Inactivo,0002 - NO
19109,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
19323,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
19539,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
19687,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
19984,0001 - NACIONAL,0165 - VERA,Bloqueado,0002 - NO
412775,0001 - NACIONAL,0002 - ABRACOL,Activo,0001 - SI
412817,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
412874,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
413567,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
413625,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
413781,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
414060,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
414524,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
414722,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
415158,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
415745,0001 - NACIONAL,0002 - ABRACOL,Activo,0002 - NO
415844,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
416321,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
416719,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
416800,0001 - NACIONAL,0002 - ABRACOL,Bloqueado,0002 - NO
417022,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
417154,0001 - NACIONAL,0002 - ABRACOL,Inactivo,0002 - NO
419762,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
419796,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
419952,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420026,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420083,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420257,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420281,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
420398,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
420695,0001 - NACIONAL,0001 - 3M,Bloqueado,0002 - NO
420919,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
421149,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
421289,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
421313,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
421859,0001 - NACIONAL,0001 - 3M,Inactivo,0002 - NO
425009,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
425249,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
425660,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
425728,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
425942,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
426361,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
430942,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
431346,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
431726,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
432120,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
432286,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
432807,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
432872,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
432930,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
433045,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
440529,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
440586,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
441022,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
441543,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
33118,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
33258,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33696,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33829,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33944,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
33977,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
34058,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
34090,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
34355,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
34439,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
34470,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
35857,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
36004,0001 - NACIONAL,0054 - FLEXON,Bloqueado,0002 - NO
36681,0001 - NACIONAL,0054 - FLEXON,Inactivo,0002 - NO
61259,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
61358,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
61648,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
61820,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62034,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
62315,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
63065,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
63248,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
63479,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
63743,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
65003,0001 - NACIONAL,0088 - INDURRAJES,Bloqueado,0002 - NO
65748,0001 - NACIONAL,0088 - INDURRAJES,Bloqueado,0002 - NO
65771,0001 - NACIONAL,0088 - INDURRAJES,Bloqueado,0002 - NO
66100,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
66175,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
66357,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
66514,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
441766,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
442194,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
442848,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
442962,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
442996,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
443515,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
443549,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
443655,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
443952,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
443986,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444067,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
444299,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444414,0001 - NACIONAL,0067 - GOLD,Bloqueado,0002 - NO
444653,0001 - NACIONAL,0067 - GOLD,Inactivo,0002 - NO
488544,0001 - NACIONAL,0037 - COLCADENAS,Activo,0002 - NO
488601,0001 - NACIONAL,0037 - COLCADENAS,Bloqueado,0002 - NO
488783,0001 - NACIONAL,0037 - COLCADENAS,Bloqueado,0002 - NO
500025,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
500363,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
503615,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
503763,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
503938,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
504829,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
504944,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
505602,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
505743,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
505925,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
505982,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
506220,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
506345,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
506485,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
508523,0001 - NACIONAL,0132 - RISA,Inactivo,0002 - NO
66670,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67041,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67223,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67447,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
67504,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
68635,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
69021,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
69526,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
74914,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
76042,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
80010,0001 - NACIONAL,0118 - PERMOFIELTROS,Bloqueado,0002 - NO
80135,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
80218,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
80309,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
80457,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
80481,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
81349,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
81471,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
81513,0001 - NACIONAL,0042 - DESTISOL,Bloqueado,0002 - NO
81885,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
82081,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82206,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82297,0001 - NACIONAL,0042 - DESTISOL,Inactivo,0002 - NO
82727,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
82867,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
83295,0001 - NACIONAL,0159 - TERINSA,Inactivo,0002 - NO
61192,0001 - NACIONAL,0065 - FUNDIFORMAS,Inactivo,0002 - NO
70615,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
70789,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
71373,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
71902,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
72181,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
72306,0001 - NACIONAL,0088 - INDURRAJES,Inactivo,0002 - NO
