Item,ORIGEN PROVEEDOR,PROVEEDOR CCIAL,Estado,COMPRAS
28009, , ,Activo,0002 - NO
28450,0001 - NACIONAL, ,Bloqueado,0002 - NO
24704, , ,Activo,0002 - NO
51264, , ,Bloqueado, 
27547, , ,Activo,0002 - NO
25372, , ,Activo,0002 - NO
137570, , ,Inactivo, 
25522, , ,Activo,0002 - NO
51954, , ,Bloqueado, 
51413, , ,Bloqueado, 
25229, , ,Activo,0002 - NO
27883, , ,Activo,0002 - NO
28723, , ,Activo,0002 - NO
28424, , ,Activo,0002 - NO
26403, , ,Activo,0002 - NO
51539, , ,Bloqueado, 
137792, , ,Activo,0002 - NO
28175, , ,Activo,0002 - NO
27175, , ,Activo,0002 - NO
24764, , ,Activo,0002 - NO
24038, , ,Inactivo, 
50159, , ,Bloqueado, 
26634, , ,Activo,0002 - NO
51556, , ,Bloqueado, 
50952, , ,Bloqueado, 
27657, , ,Activo,0002 - NO
50019, , ,Bloqueado, 
24484, , ,Activo,0002 - NO
26780, , ,Activo,0002 - NO
25519, , ,Activo,0002 - NO
50013, , ,Bloqueado, 
137342, , ,Inactivo, 
26588, , ,Activo,0002 - NO
50597, , ,Bloqueado, 
50205, , ,Bloqueado, 
38317, , ,Inactivo, 
40189, , ,Inactivo, 
28427, , ,Activo,0002 - NO
38488, , ,Inactivo, 
38117, , ,Inactivo, 
25769, , ,Activo,0002 - NO
50139, , ,Bloqueado, 
27172, , ,Activo,0002 - NO
137359, , ,Inactivo, 
51851, , ,Bloqueado, 
42801, , ,Activo, 
50972, , ,Bloqueado, 
51536, , ,Bloqueado, 
50454, , ,Bloqueado, 
26134, , ,Activo,0002 - NO
26383, , ,Activo,0002 - NO
26777, , ,Activo,0002 - NO
25249, , ,Activo,0002 - NO
24598, , ,Activo,0002 - NO
137460, , ,Inactivo, 
39340,0001 - NACIONAL, ,Bloqueado,0002 - NO
28703, , ,Activo,0002 - NO
137755, , ,Activo,0002 - NO
28304, , ,Activo,0002 - NO
38793, , ,Inactivo, 
50580, , ,Bloqueado, 
29064, , ,Activo,0002 - NO
26903, , ,Activo,0002 - NO
51098, , ,Bloqueado, 
29816, , ,Activo,0002 - NO
38646,0001 - NACIONAL, ,Bloqueado,0002 - NO
25895, , ,Activo,0002 - NO
51725, , ,Bloqueado, 
137280, , ,Inactivo, 
137563, , ,Inactivo, 
24725, , ,Activo,0002 - NO
38381, , ,Inactivo, 
25123, , ,Activo,0002 - NO
27046, , ,Activo,0002 - NO
27295, , ,Activo,0002 - NO
26654, , ,Activo,0002 - NO
24466, , ,Activo,0002 - NO
28941, , ,Activo,0002 - NO
137646, , ,Activo,0002 - NO
27029, , ,Activo,0002 - NO
25501, , ,Activo,0002 - NO
38052, , ,Inactivo, 
24979, , ,Activo,0002 - NO
50265, , ,Bloqueado, 
39946, , ,Activo, 
40045, , ,Activo, 
38494, , ,Inactivo, 
38640,0001 - NACIONAL, ,Activo,0002 - NO
28052, , ,Activo,0002 - NO
38035, , ,Inactivo, 
26920, , ,Activo,0002 - NO
26528, , ,Activo,0002 - NO
137583, , ,Inactivo, 
25375, , ,Activo,0002 - NO
26400, , ,Activo,0002 - NO
51410, , ,Bloqueado, 
27421, , ,Activo,0002 - NO
51928, , ,Bloqueado, 
24853, , ,Activo,0002 - NO
27550, , ,Activo,0002 - NO
24080, , ,Inactivo, 
137772, , ,Activo,0002 - NO
28571, , ,Activo,0002 - NO
27943, , ,Activo,0002 - NO
50391, , ,Bloqueado, 
26004, , ,Activo,0002 - NO
38655, , ,Inactivo, 
29799, , ,Activo,0002 - NO
28178, , ,Activo,0002 - NO
51081, , ,Bloqueado, 
27504, , ,Activo,0002 - NO
50471, , ,Bloqueado, 
24004, , ,Inactivo, 
26151, , ,Activo,0002 - NO
27677, , ,Activo,0002 - NO
27846, , ,Activo,0002 - NO
29024, , ,Activo,0002 - NO
24437, , ,Activo,0002 - NO
24089, , ,Inactivo, 
51699, , ,Bloqueado, 
39987, , ,Activo, 
26274, , ,Activo,0002 - NO
25040, , ,Activo,0002 - NO
27212, , ,Activo,0002 - NO
25978, , ,Activo,0002 - NO
24744, , ,Activo,0002 - NO
25686, , ,Activo,0002 - NO
39712, , ,Activo, 
28138, , ,Activo,0002 - NO
25209, , ,Activo,0002 - NO
51576, , ,Bloqueado, 
26568, , ,Activo,0002 - NO
51407, , ,Bloqueado, 
28444, , ,Activo,0002 - NO
27969, , ,Activo,0002 - NO
38187, , ,Inactivo, 
38548, , ,Inactivo, 
7686, , ,Bloqueado, 
27381, , ,Activo,0002 - NO
24913, , ,Activo,0002 - NO
51284, , ,Bloqueado, 
24616, , ,Activo,0002 - NO
26797, , ,Activo,0002 - NO
42779, , ,Activo, 
38499, , ,Inactivo, 
51868, , ,Bloqueado, 
25626, , ,Activo,0002 - NO
26628, , ,Activo,0002 - NO
28554, , ,Activo,0002 - NO
42191, , ,Inactivo, 
50165, , ,Bloqueado, 
25795, , ,Activo,0002 - NO
24370, , ,Activo,0002 - NO
51393, , ,Bloqueado, 
50915, , ,Bloqueado, 
27321, , ,Activo,0002 - NO
29483, , ,Activo,0002 - NO
28152, , ,Activo,0002 - NO
38248, , ,Inactivo, 
38361, , ,Inactivo, 
7552, , ,Inactivo, 
137297, , ,Inactivo, 
50056, , ,Bloqueado, 
51808, , ,Bloqueado, 
24554, , ,Activo,0002 - NO
26737, , ,Activo,0002 - NO
26906, , ,Activo,0002 - NO
51224, , ,Bloqueado, 
42853, , ,Activo, 
27694, , ,Activo,0002 - NO
28321, , ,Activo,0002 - NO
137629, , ,Activo,0002 - NO
26257, , ,Activo,0002 - NO
25563, , ,Activo,0002 - NO
27737, , ,Activo,0002 - NO
38762, , ,Inactivo, 
26460, , ,Activo,0002 - NO
24418, , ,Activo,0002 - NO
24043, , ,Inactivo, 
38204, , ,Inactivo, 
50331, , ,Bloqueado, 
51118, , ,Bloqueado, 
50872, , ,Bloqueado, 
25441, , ,Activo,0002 - NO
27072, , ,Activo,0002 - NO
38744, , ,Inactivo, 
27909, , ,Activo,0002 - NO
27364, , ,Activo,0002 - NO
26091, , ,Activo,0002 - NO
38566, , ,Inactivo, 
24111, , ,Inactivo, 
137411, , ,Inactivo, 
29489, , ,Activo,0002 - NO
24329, , ,Activo,0002 - NO
28706, , ,Activo,0002 - NO
28158, , ,Activo,0002 - NO
38401, , ,Inactivo, 
26774, , ,Activo,0002 - NO
25875, , ,Activo,0002 - NO
26900, , ,Activo,0002 - NO
50912, , ,Bloqueado, 
28591, , ,Activo,0002 - NO
39926, , ,Activo, 
50434, , ,Bloqueado, 
25355, , ,Activo,0002 - NO
137666, , ,Activo,0002 - NO
28072, , ,Activo,0002 - NO
24722, , ,Activo,0002 - NO
51971, , ,Bloqueado, 
38768, , ,Inactivo, 
51430, , ,Bloqueado, 
38592, , ,Inactivo, 
28528, , ,Activo,0002 - NO
26840, , ,Activo,0002 - NO
38652, , ,Inactivo, 
25481, , ,Activo,0002 - NO
28318, , ,Activo,0002 - NO
42171, , ,Inactivo, 
28511, , ,Activo,0002 - NO
28241, , ,Activo,0002 - NO
28049, , ,Activo,0002 - NO
26717, , ,Activo,0002 - NO
50076, , ,Bloqueado, 
27109, , ,Activo,0002 - NO
25583, , ,Activo,0002 - NO
51596, , ,Bloqueado, 
39715, , ,Activo, 
50268, , ,Bloqueado, 
24322, , ,Activo,0002 - NO
25189, , ,Activo,0002 - NO
26524, , ,Activo,0002 - NO
24993, , ,Activo,0002 - NO
51304, , ,Bloqueado, 
51204, , ,Bloqueado, 
137603, , ,Activo,0002 - NO
24533, , ,Activo,0002 - NO
28887, , ,Activo,0002 - NO
137512, , ,Inactivo, 
38165, , ,Inactivo, 
51788, , ,Bloqueado, 
137294, , ,Inactivo, 
26446, , ,Activo,0002 - NO
29463, , ,Activo,0002 - NO
38268, , ,Inactivo, 
51035, , ,Bloqueado, 
24660, , ,Activo,0002 - NO
24237, , ,Activo,0002 - NO
51848, , ,Bloqueado, 
42806, , ,Activo, 
29004, , ,Activo,0002 - NO
25958, , ,Activo,0002 - NO
24933, , ,Activo,0002 - NO
24415, , ,Activo,0002 - NO
27866, , ,Activo,0002 - NO
51679, , ,Bloqueado, 
50451, , ,Bloqueado, 
26148, , ,Activo,0002 - NO
26340, , ,Activo,0002 - NO
27674, , ,Activo,0002 - NO
26194, , ,Activo,0002 - NO
38183, , ,Inactivo, 
29021, , ,Activo,0002 - NO
4751, , ,Inactivo, 
26131, , ,Activo,0002 - NO
28700, , ,Activo,0002 - NO
50660, , ,Bloqueado, 
25689, , ,Activo,0002 - NO
27361, , ,Activo,0002 - NO
27169, , ,Activo,0002 - NO
28258, , ,Activo,0002 - NO
38741, , ,Inactivo, 
27757, , ,Activo,0002 - NO
24130, , ,Inactivo, 
51287, , ,Bloqueado, 
38384, , ,Inactivo, 
25498, , ,Activo,0002 - NO
27278, , ,Activo,0002 - NO
26608, , ,Activo,0002 - NO
38430, , ,Inactivo, 
137277, , ,Inactivo, 
51018, , ,Bloqueado, 
137414, , ,Inactivo, 
29446, , ,Activo,0002 - NO
25815, , ,Activo,0002 - NO
38251, , ,Inactivo, 
24255, , ,Activo,0002 - NO
51095, , ,Bloqueado, 
50016, , ,Bloqueado, 
50408, , ,Bloqueado, 
50703, , ,Bloqueado, 
26088, , ,Activo,0002 - NO
26337, , ,Activo,0002 - NO
25692, , ,Activo,0002 - NO
25295, , ,Activo,0002 - NO
27218, , ,Activo,0002 - NO
27863, , ,Activo,0002 - NO
27614, , ,Activo,0002 - NO
26211, , ,Activo,0002 - NO
25566, , ,Activo,0002 - NO
51221, , ,Bloqueado, 
51456, , ,Bloqueado, 
24807, , ,Activo,0002 - NO
28132, , ,Activo,0002 - NO
28381, , ,Activo,0002 - NO
38120, , ,Inactivo, 
25060, , ,Activo,0002 - NO
27740, , ,Activo,0002 - NO
51974, , ,Bloqueado, 
24159, , ,Inactivo, 
38492, , ,Inactivo, 
28617, , ,Activo,0002 - NO
27989, , ,Activo,0002 - NO
38103, , ,Inactivo, 
28508, , ,Activo,0002 - NO
26463, , ,Activo,0002 - NO
51662, , ,Bloqueado, 
50328, , ,Bloqueado, 
24395, , ,Activo,0002 - NO
38723, , ,Inactivo, 
26983, , ,Activo,0002 - NO
26966, , ,Activo,0002 - NO
25941, , ,Activo,0002 - NO
39984, , ,Activo, 
25046, , ,Activo,0002 - NO
51347, , ,Bloqueado, 
24099, , ,Inactivo, 
28006, , ,Activo,0002 - NO
24193, , ,Inactivo, 
25438, , ,Activo,0002 - NO
28115, , ,Activo,0002 - NO
38569, , ,Inactivo, 
137709, , ,Activo,0002 - NO
4980, , ,Inactivo, 
28634, , ,Activo,0002 - NO
137508, , ,Inactivo, 
26857, , ,Activo,0002 - NO
24677, , ,Activo,0002 - NO
26071, , ,Activo,0002 - NO
51865, , ,Bloqueado, 
137436, , ,Inactivo, 
27484, , ,Activo,0002 - NO
25312, , ,Activo,0002 - NO
24916, , ,Activo,0002 - NO
51473, , ,Bloqueado, 
27092, , ,Activo,0002 - NO
42783, , ,Activo, 
50686, , ,Bloqueado, 
24790, , ,Activo,0002 - NO
27553, , ,Activo,0002 - NO
27631, , ,Activo,0002 - NO
26320, , ,Activo,0002 - NO
28978, , ,Bloqueado,0002 - NO
27800, , ,Activo,0002 - NO
28749, , ,Activo,0002 - NO
25086, , ,Bloqueado,0002 - NO
38357, , ,Inactivo, 
25546, , ,Activo,0002 - NO
50623, , ,Bloqueado, 
50457, , ,Bloqueado, 
51390, , ,Bloqueado, 
25252, , ,Activo,0002 - NO
50700, , ,Bloqueado, 
51241, , ,Bloqueado, 
137689, , ,Activo,0002 - NO
24252, , ,Activo,0002 - NO
28631, , ,Activo,0002 - NO
51533, , ,Bloqueado, 
26611, , ,Activo,0002 - NO
29084, , ,Activo,0002 - NO
27338, , ,Activo,0002 - NO
25315, , ,Activo,0002 - NO
137439, , ,Inactivo, 
51516, , ,Bloqueado, 
24234, , ,Activo,0002 - NO
50474, , ,Bloqueado, 
24787, , ,Activo,0002 - NO
27720, , ,Activo,0002 - NO
24084, , ,Inactivo, 
26317, , ,Activo,0002 - NO
38448, , ,Inactivo, 
25332, , ,Activo,0002 - NO
28261, , ,Activo,0002 - NO
28752, , ,Activo,0002 - NO
51994, , ,Bloqueado, 
27860, , ,Activo,0002 - NO
51101, , ,Bloqueado, 
24896, , ,Activo,0002 - NO
27617, , ,Activo,0002 - NO
28614, , ,Activo,0002 - NO
137488, , ,Inactivo, 
50889, , ,Bloqueado, 
42030, , ,Activo, 
26571, , ,Activo,0002 - NO
50348, , ,Bloqueado, 
26443, , ,Activo,0002 - NO
27441, , ,Activo,0002 - NO
50975, , ,Bloqueado, 
38055, , ,Inactivo, 
39695, , ,Activo, 
38123, , ,Inactivo, 
25961, , ,Activo,0002 - NO
28135, , ,Activo,0002 - NO
29466, , ,Activo,0002 - NO
27986, , ,Activo,0002 - NO
38377, , ,Inactivo, 
25812, , ,Activo,0002 - NO
25458, , ,Activo,0002 - NO
38700, , ,Inactivo, 
137672, , ,Activo,0002 - NO
28387, , ,Activo,0002 - NO
28172, , ,Activo,0002 - NO
38676, , ,Inactivo, 
28218, , ,Activo,0002 - NO
26863, , ,Activo,0002 - NO
28487, , ,Activo,0002 - NO
38784, , ,Inactivo, 
137749, , ,Activo,0002 - NO
29440, , ,Activo,0002 - NO
25335, , ,Activo,0002 - NO
25729, , ,Activo,0002 - NO
38141, , ,Inactivo, 
51058, , ,Bloqueado, 
51450, , ,Bloqueado, 
50414, , ,Bloqueado, 
25066, , ,Activo,0002 - NO
24191, , ,Inactivo, 
27903, , ,Activo,0002 - NO
50866, , ,Bloqueado, 
25852, , ,Activo,0002 - NO
26046, , ,Activo,0002 - NO
25921, , ,Activo,0002 - NO
28095, , ,Activo,0002 - NO
27634, , ,Activo,0002 - NO
26217, , ,Activo,0002 - NO
38704, , ,Inactivo, 
39923, , ,Activo, 
51619, , ,Bloqueado, 
50145, , ,Bloqueado, 
25166, , ,Activo,0002 - NO
137556, , ,Inactivo, 
50245, , ,Bloqueado, 
24770, , ,Activo,0002 - NO
27843, , ,Activo,0002 - NO
24910, , ,Activo,0002 - NO
28981, , ,Activo,0002 - NO
38029, , ,Inactivo, 
25083, , ,Activo,0002 - NO
24119, , ,Inactivo, 
50182, , ,Bloqueado, 
42208, , ,Inactivo, 
28012, , ,Activo,0002 - NO
51702, , ,Bloqueado, 
137468, , ,Inactivo, 
24027, , ,Inactivo, 
25543, , ,Activo,0002 - NO
28470, , ,Activo,0002 - NO
27447, , ,Activo,0002 - NO
24509, , ,Activo,0002 - NO
51075, , ,Bloqueado, 
28235, , ,Activo,0002 - NO
51934, , ,Bloqueado, 
24683, , ,Activo,0002 - NO
27255, , ,Activo,0002 - NO
137366, , ,Inactivo, 
26300, , ,Activo,0002 - NO
25275, , ,Activo,0002 - NO
25669, , ,Activo,0002 - NO
27086, , ,Activo,0002 - NO
26694, , ,Activo,0002 - NO
50683, , ,Bloqueado, 
51181, , ,Bloqueado, 
25712, , ,Activo,0002 - NO
26108, , ,Activo,0002 - NO
28278, , ,Activo,0002 - NO
25838, , ,Activo,0002 - NO
25149, , ,Activo,0002 - NO
137387, , ,Inactivo, 
50162, , ,Bloqueado, 
24282, , ,Activo,0002 - NO
51559, , ,Bloqueado, 
51636, , ,Bloqueado, 
24029, , ,Inactivo, 
27717, , ,Activo,0002 - NO
28404, , ,Activo,0002 - NO
38404, , ,Inactivo, 
51310, , ,Bloqueado, 
42211, , ,Inactivo, 
38521, , ,Inactivo, 
26677, , ,Activo,0002 - NO
28155, , ,Activo,0002 - NO
51433, , ,Bloqueado, 
38595, , ,Inactivo, 
38765, , ,Inactivo, 
26234, , ,Activo,0002 - NO
50557, , ,Bloqueado, 
29041, , ,Activo,0002 - NO
137732, , ,Activo,0002 - NO
29839, , ,Activo,0002 - NO
25352, , ,Activo,0002 - NO
50431, , ,Bloqueado, 
50680, , ,Bloqueado, 
50039, , ,Bloqueado, 
26754, , ,Activo,0002 - NO
76811, , ,Bloqueado, 
50288, , ,Bloqueado, 
26360, , ,Activo,0002 - NO
25021, , ,Activo,0002 - NO
28677, , ,Activo,0002 - NO
26504, , ,Activo,0002 - NO
42835, , ,Activo, 
24571, , ,Activo,0002 - NO
27507, , ,Bloqueado,0002 - NO
51825, , ,Bloqueado, 
28531, , ,Activo,0002 - NO
51685, , ,Bloqueado, 
26486, , ,Activo,0002 - NO
50305, , ,Bloqueado, 
27006, , ,Activo,0002 - NO
38748, , ,Inactivo, 
25525, , ,Activo,0002 - NO
24197, , ,Inactivo, 
26026, , ,Activo,0002 - NO
50517, , ,Bloqueado, 
24487, , ,Activo,0002 - NO
51991, , ,Bloqueado, 
51745, , ,Bloqueado, 
27258, , ,Activo,0002 - NO
38313, , ,Inactivo, 
50225, , ,Bloqueado, 
137345, , ,Inactivo, 
25901, , ,Activo,0002 - NO
25378, , ,Activo,0002 - NO
26691, , ,Activo,0002 - NO
137266, , ,Activo,0002 - NO
38007, , ,Inactivo, 
51178, , ,Bloqueado, 
25609, , ,Activo,0002 - NO
26397, , ,Activo,0002 - NO
137491, , ,Inactivo, 
50102, , ,Bloqueado, 
39966, , ,Activo, 
40192, , ,Inactivo, 
50394, , ,Bloqueado, 
24300, , ,Activo,0002 - NO
38424, , ,Inactivo, 
26843, , ,Activo,0002 - NO
51161, , ,Bloqueado, 
28384, , ,Activo,0002 - NO
25455, , ,Activo,0002 - NO
137692, , ,Activo,0002 - NO
27152, , ,Activo,0002 - NO
42013, , ,Inactivo, 
137363, , ,Inactivo, 
25672, , ,Activo,0002 - NO
28215, , ,Activo,0002 - NO
27275, , ,Activo,0002 - NO
27906, , ,Activo,0002 - NO
51639, , ,Bloqueado, 
28884, , ,Activo,0002 - NO
50119, , ,Bloqueado, 
25146, , ,Activo,0002 - NO
51055, , ,Bloqueado, 
26674, , ,Bloqueado,0002 - NO
38294, , ,Inactivo, 
26043, , ,Activo,0002 - NO
29087, , ,Activo,0002 - NO
25732, , ,Activo,0002 - NO
38138, , ,Inactivo, 
50534, , ,Bloqueado, 
26214, , ,Activo,0002 - NO
28490, , ,Activo,0002 - NO
50577, , ,Bloqueado, 
137530, , ,Inactivo, 
51914, , ,Bloqueado, 
24663, , ,Activo,0002 - NO
24973, , ,Activo,0002 - NO
38586, , ,Inactivo, 
51330, , ,Bloqueado, 
51682, , ,Bloqueado, 
25103, , ,Activo,0002 - NO
26507, , ,Activo,0002 - NO
27149, , ,Activo,0002 - NO
42188, , ,Inactivo, 
25623, , ,Activo,0002 - NO
51164, , ,Bloqueado, 
50285, , ,Bloqueado, 
24976, , ,Activo,0002 - NO
38074, , ,Inactivo, 
51805, , ,Bloqueado, 
42856, , ,Activo, 
29836, , ,Activo,0002 - NO
38694, , ,Inactivo, 
137510, , ,Inactivo, 
24551, , ,Activo,0002 - NO
25395, , ,Activo,0002 - NO
27026, , ,Activo,0002 - NO
28551, , ,Activo,0002 - NO
38615, , ,Inactivo, 
26923, , ,Activo,0002 - NO
28961, , ,Activo,0002 - NO
51931, , ,Bloqueado, 
27783, , ,Activo,0002 - NO
26734, , ,Activo,0002 - NO
28089, , ,Activo,0002 - NO
24850, , ,Activo,0002 - NO
27571, , ,Activo,0002 - NO
50059, , ,Bloqueado, 
4210, , ,Inactivo, 
24680, , ,Activo,0002 - NO
555561, , ,Activo, 
25915, , ,Activo,0002 - NO
28324, , ,Activo,0002 - NO
27487, , ,Activo,0002 - NO
25858, , ,Activo,0002 - NO
28032, , ,Activo,0002 - NO
25269, , ,Activo,0002 - NO
23999, , ,Inactivo, 
51470, , ,Bloqueado, 
137769, , ,Activo,0002 - NO
28198, , ,Activo,0002 - NO
24833, , ,Activo,0002 - NO
25749, , ,Activo,0002 - NO
26860, , ,Activo,0002 - NO
38445, , ,Inactivo, 
50560, , ,Bloqueado, 
51948, , ,Bloqueado, 
137752, , ,Activo,0002 - NO
26380, , ,Activo,0002 - NO
51453, , ,Bloqueado, 
24747, , ,Activo,0002 - NO
26231, , ,Activo,0002 - NO
28401, , ,Activo,0002 - NO
38190, , ,Inactivo, 
25898, , ,Activo,0002 - NO
24198, , ,Inactivo, 
39248, , ,Activo, 
7673, , ,Bloqueado, 
29819, , ,Activo,0002 - NO
50411, , ,Bloqueado, 
25206, , ,Activo,0002 - NO
27378, , ,Activo,0002 - NO
27135, , ,Activo,0002 - NO
27923, , ,Activo,0002 - NO
24303, , ,Activo,0002 - NO
28681, , ,Activo,0002 - NO
137559, , ,Inactivo, 
27680, , ,Activo,0002 - NO
51038, , ,Bloqueado, 
51579, , ,Bloqueado, 
137384, , ,Inactivo, 
51373, , ,Bloqueado, 
26817, , ,Activo,0002 - NO
28534, , ,Activo,0002 - NO
28341, , ,Activo,0002 - NO
27009, , ,Activo,0002 - NO
25775, , ,Activo,0002 - NO
38291, , ,Inactivo, 
137795, , ,Activo,0002 - NO
42019, , ,Inactivo, 
25289, , ,Activo,0002 - NO
51496, , ,Bloqueado, 
29486, , ,Activo,0002 - NO
50935, , ,Bloqueado, 
26423, , ,Activo,0002 - NO
50743, , ,Bloqueado, 
27301, , ,Activo,0002 - NO
137319, , ,Inactivo, 
28611, , ,Activo,0002 - NO
27401, , ,Activo,0002 - NO
137541, , ,Inactivo, 
27132, , ,Activo,0002 - NO
50537, , ,Bloqueado, 
38528, , ,Inactivo, 
24347, , ,Activo,0002 - NO
26548, , ,Activo,0002 - NO
26154, , ,Activo,0002 - NO
39692, , ,Activo, 
10064, , ,Activo, 
137626, , ,Activo,0002 - NO
26254, , ,Activo,0002 - NO
24148, , ,Inactivo, 
50637, , ,Bloqueado, 
24619, , ,Activo,0002 - NO
51871, , ,Bloqueado, 
42776, , ,Activo, 
25129, , ,Activo,0002 - NO
26363, , ,Activo,0002 - NO
27697, , ,Activo,0002 - NO
26171, , ,Activo,0002 - NO
38207, , ,Inactivo, 
50228, , ,Bloqueado, 
50620, , ,Bloqueado, 
39709, , ,Activo, 
24440, , ,Activo,0002 - NO
24073, , ,Inactivo, 
24847, , ,Activo,0002 - NO
38518, , ,Inactivo, 
24008, , ,Inactivo, 
39990, , ,Activo, 
137300, , ,Inactivo, 
51765, , ,Bloqueado, 
51244, , ,Bloqueado, 
27949, , ,Activo,0002 - NO
29793, , ,Activo,0002 - NO
26757, , ,Activo,0002 - NO
27780, , ,Activo,0002 - NO
4996, , ,Inactivo, 
50036, , ,Bloqueado, 
50099, , ,Bloqueado, 
26800, , ,Activo,0002 - NO
25998, , ,Activo,0002 - NO
29044, , ,Activo,0002 - NO
25606, , ,Activo,0002 - NO
27384, , ,Activo,0002 - NO
25212, , ,Activo,0002 - NO
25018, , ,Activo,0002 - NO
27192, , ,Activo,0002 - NO
28730, , ,Activo,0002 - NO
25792, , ,Activo,0002 - NO
38274, , ,Inactivo, 
137444, , ,Inactivo, 
27840, , ,Activo,0002 - NO
51513, , ,Bloqueado, 
26314, , ,Activo,0002 - NO
50477, , ,Bloqueado, 
24230, , ,Activo,0002 - NO
38354, , ,Inactivo, 
24750, , ,Activo,0002 - NO
51997, , ,Bloqueado, 
137609, , ,Activo,0002 - NO
26631, , ,Bloqueado,0002 - NO
27318, , ,Activo,0002 - NO
25589, , ,Activo,0002 - NO
27763, , ,Activo,0002 - NO
28281, , ,Activo,0002 - NO
26926, , ,Activo,0002 - NO
27444, , ,Activo,0002 - NO
7469, , ,Inactivo, 
51762, , ,Bloqueado, 
51121, , ,Bloqueado, 
24506, , ,Activo,0002 - NO
26111, , ,Activo,0002 - NO
25666, , ,Activo,0002 - NO
25272, , ,Activo,0002 - NO
28075, , ,Activo,0002 - NO
38579, , ,Inactivo, 
27591, , ,Activo,0002 - NO
24956, , ,Activo,0002 - NO
29027, , ,Activo,0002 - NO
50351, , ,Bloqueado, 
38697, , ,Inactivo, 
10047, , ,Activo, 
26440, , ,Activo,0002 - NO
38077, , ,Inactivo, 
24421, , ,Activo,0002 - NO
27966, , ,Activo,0002 - NO
50869, , ,Bloqueado, 
27574, , ,Activo,0002 - NO
51888, , ,Bloqueado, 
28594, , ,Activo,0002 - NO
24637, , ,Activo,0002 - NO
29104, , ,Activo,0002 - NO
27461, , ,Activo,0002 - NO
38679, , ,Inactivo, 
42794, , ,Activo, 
50368, , ,Bloqueado, 
27069, , ,Activo,0002 - NO
50603, , ,Bloqueado, 
25398, , ,Activo,0002 - NO
137686, , ,Activo,0002 - NO
51387, , ,Bloqueado, 
25918, , ,Bloqueado,0002 - NO
28092, , ,Activo,0002 - NO
38545, , ,Inactivo, 
26614, , ,Activo,0002 - NO
26551, , ,Activo,0002 - NO
50242, , ,Bloqueado, 
26943, , ,Activo,0002 - NO
25461, , ,Activo,0002 - NO
51622, , ,Bloqueado, 
24134, , ,Inactivo, 
50709, , ,Bloqueado, 
50878, , ,Bloqueado, 
220013, , ,Activo, 
38129, , ,Inactivo, 
38303, , ,Inactivo, 
51047, , ,Bloqueado, 
7571, , ,Inactivo, 
51983, , ,Bloqueado, 
50417, , ,Bloqueado, 
137373, , ,Inactivo, 
51170, , ,Bloqueado, 
137572, , ,Inactivo, 
51339, , ,Bloqueado, 
51462, , ,Bloqueado, 
50586, , ,Bloqueado, 
38706, , ,Inactivo, 
50002, , ,Bloqueado, 
50294, , ,Bloqueado, 
38555, , ,Inactivo, 
50526, , ,Bloqueado, 
50111, , ,Bloqueado, 
51353, , ,Bloqueado, 
398733, , ,Inactivo, 
51522, , ,Bloqueado, 
40201, , ,Inactivo, 
50938, , ,Bloqueado, 
50569, , ,Bloqueado, 
51187, , ,Bloqueado, 
39257, , ,Activo, 
50277, , ,Bloqueado, 
38147, , ,Inactivo, 
51110, , ,Bloqueado, 
38457, , ,Inactivo, 
51797, , ,Bloqueado, 
24200, , ,Inactivo, 
24011, , ,Inactivo, 
38013, , ,Inactivo, 
10050, , ,Activo, 
51831, , ,Bloqueado, 
3948, , ,Inactivo, 
42787, , ,Activo, 
38064, , ,Inactivo, 
50543, , ,Bloqueado, 
42214, , ,Inactivo, 
4811, , ,Inactivo, 
38300, , ,Inactivo, 
42197, , ,Inactivo, 
51061, , ,Bloqueado, 
51814, , ,Bloqueado, 
137376, , ,Inactivo, 
51336, , ,Bloqueado, 
38437, , ,Inactivo, 
137421, , ,Inactivo, 
137310, , ,Inactivo, 
38726, , ,Inactivo, 
51396, , ,Bloqueado, 
50360, , ,Bloqueado, 
38552, , ,Inactivo, 
50168, , ,Bloqueado, 
50437, , ,Bloqueado, 
10056, , ,Activo, 
38364, , ,Inactivo, 
50629, , ,Bloqueado, 
51880, , ,Bloqueado, 
137395, , ,Inactivo, 
51127, , ,Bloqueado, 
51021, , ,Bloqueado, 
24164, , ,Inactivo, 
38625, , ,Inactivo, 
38083, , ,Inactivo, 
38686, , ,Inactivo, 
51648, , ,Bloqueado, 
50812, , ,Bloqueado, 
51957, , ,Bloqueado, 
42649, , ,Activo, 
27526, , ,Activo,0002 - NO
28548, , ,Activo,0002 - NO
24491, , ,Activo,0002 - NO
28964, , ,Activo,0002 - NO
38144, , ,Inactivo, 
25981, , ,Activo,0002 - NO
38612, , ,Inactivo, 
24893, , ,Activo,0002 - NO
24351, , ,Activo,0002 - NO
26377, , ,Activo,0002 - NO
27398, , ,Activo,0002 - NO
24700, , ,Activo,0002 - NO
26880, , ,Activo,0002 - NO
51951, , ,Bloqueado, 
28657, , ,Activo,0002 - NO
137538, , ,Inactivo, 
24830, , ,Activo,0002 - NO
28867, , ,Activo,0002 - NO
25226, , ,Activo,0002 - NO
27637, , ,Activo,0002 - NO
38010, , ,Inactivo, 
51324, , ,Bloqueado, 
25855, , ,Activo,0002 - NO
28029, , ,Activo,0002 - NO
38421, , ,Inactivo, 
50540, , ,Bloqueado, 
