codigo_producto,descripcion,unidad,factor,Proveedor
3286,AEROGRAFO D/CHORRO 50PSI FORTE,C20 ,20,FORTE
3286,AEROGRAFO D/CHORRO 50PSI FORTE,E4  ,4,FORTE
3286,AEROGRAFO D/CHORRO 50PSI FORTE,UND ,1,FORTE
3287,SEGUETA JUEGO  2 PZS 3906-300-18-DISP,UND ,1,BAHCO
3288,SEGUETA JUEGO 10 PZS 3906-300-18 DISP,UND ,1,BAHCO
3289,CARRETILLA CONSTRUCTORA RUEDA  NEUMATICA,UND ,1,IMSA
3290,CARRETILLA VERSATIL PLUS RUEDA NEUMATICA,UND ,1,IMSA
3291,CARRETILLA COSTEÑA RIN METALICO,UND ,1,IMSA
3292,CARRETILLA TODERA RUEDA NEUMAT-MAN/METAL,UND ,1,IMSA
3294,MEZC LAVM ORO CROM 4pg 010811-30 CALI,UND ,1,GRICOL
3295,LLAVE LAVP T/CISNE CROM 011139-00 KRIS,UND ,1,GRICOL
3296,LACA AEROC300ml A/TEM NEGRO MATE10283234,C12 ,12,DESTISOL
3296,LACA AEROC300ml A/TEM NEGRO MATE10283234,UND ,1,DESTISOL
3297,LACA AEROC 400ml AL/TEM NEG MATE10229522,UND ,1,DESTISOL
3298,LACA AEROC 300ml ANOLOC OSCURO10283239,UND ,1,DESTISOL
3299,LACA AEROC 16ONZ ANOLOC OSCURO,UND ,1,DESTISOL
3300,ANTICORROSIVO  300ml NEGRO10283245,UND ,1,DESTISOL
3301,ANTICORROSIVO 400ml NEGRO10228768,UND ,1,DESTISOL
3302,LACA METALICA 8 ONZ PLATA,UND ,1,DESTISOL
3303,LACA METALICA 16 ONZ PLATA,UND ,1,DESTISOL
3304,LACA METALICA  300ml ORO10283225,UND ,1,DESTISOL
3305,LACA METALICA 16 ONZ ORO,UND ,1,DESTISOL
3306,LACA METALICA 300 mlCOBRE 10283227,UND ,1,DESTISOL
3307,LACA METALICA 400 ml COBRE,UND ,1,DESTISOL
3308,FLEXOMET LUFKIN LF700-03 ENCAUCHETA 3MTS,C36 ,36,GRUPO APEX
3308,FLEXOMET LUFKIN LF700-03 ENCAUCHETA 3MTS,C6  ,6,GRUPO APEX
3308,FLEXOMET LUFKIN LF700-03 ENCAUCHETA 3MTS,UND ,1,GRUPO APEX
3309,FLEXOMET LUFKIN LF700-05 ENCAUCHETA 5MTS,C36 ,36,GRUPO APEX
3309,FLEXOMET LUFKIN LF700-05 ENCAUCHETA 5MTS,C6  ,6,GRUPO APEX
3309,FLEXOMET LUFKIN LF700-05 ENCAUCHETA 5MTS,UND ,1,GRUPO APEX
3310,FLEXOMET LUFKIN LF700-08 ENCAUCHETA 8MTS,C36 ,36,GRUPO APEX
3310,FLEXOMET LUFKIN LF700-08 ENCAUCHETA 8MTS,C6  ,6,GRUPO APEX
3310,FLEXOMET LUFKIN LF700-08 ENCAUCHETA 8MTS,UND ,1,GRUPO APEX
3311,CINTA METRICA F/VIDRIO LUFKIN 15 MTS,UND ,1,GRUPO APEX
3312,CINTA METRICA F/VIDRIO LUFKIN 30 MTS,UND ,1,GRUPO APEX
3313,CINTA METRICA F/VIDRIO LUFKIN 50 MTS,UND ,1,GRUPO APEX
3314,ALICATE ELECTRICISTA 9 CRECENT PS20509C,UND ,1,GRUPO APEX
3315,ALICATE P/LARGA 9  CRECENT PS6549C,UND ,1,GRUPO APEX
3316,ALICATE C/DIAGONAL 9  PS5429C,UND ,1,GRUPO APEX
3317,SOLDADOR INALAMBRICO BP645MP WELLER,UND ,1,GRUPO APEX
3318,CAUTIN P/SOLDAR WELLER SP-12,UND ,1,GRUPO APEX
3319,CAUTIN P/SOLAR WELLER WP-35,UND ,1,GRUPO APEX
3320,MICROANTORCHA 100 ML WELLER 2300°F,UND ,1,GRUPO APEX
3321,SOPLETE BUTANO ML200 WELLER 1260°C,C24 ,24,GRUPO APEX
3321,SOPLETE BUTANO ML200 WELLER 1260°C,C4  ,4,GRUPO APEX
3321,SOPLETE BUTANO ML200 WELLER 1260°C,UND ,1,GRUPO APEX
3322,LACA AEROC 530ml NEGR BRILLANTE 10228922,UND ,1,DESTISOL
3323,LACA AEROC  530ml BLANCO BRILLTE10228823,UND ,1,DESTISOL
3324,ARCO TRONZADOR SE-16-21 BAHCO           ,E18 ,18,BAHCO
3324,ARCO TRONZADOR SE-16-21 BAHCO           ,UND ,1,BAHCO
3326,CORTAFRIO DE 6Pg 2101-6C-160IP,UND ,1,BAHCO
3327,TELA FLEXIBLE 6 X 25 MTS PATELOX A-60,UND ,1,CARBORUNDUM
3328,TELA FLEXIBLE 6 X 25 MTS PATELOX A-80,UND ,1,CARBORUNDUM
3329,LIJA SECA PREMIER RED 9X11 P 600 (X100),C100,100,CARBORUNDUM
3329,LIJA SECA PREMIER RED 9X11 P 600 (X100),PTE ,100,CARBORUNDUM
3329,LIJA SECA PREMIER RED 9X11 P 600 (X100),UND ,1,CARBORUNDUM
3330,DISCO DIAMANTADO 4.1/2 SEGMENT NORTON,UND ,1,CARBORUNDUM
3331,DISCO DIAMANTADO 7 SEGMENT NORTON,UND ,1,CARBORUNDUM
3332,DISCO DIAMANTADO 9 SEGMENT NORTON,UND ,1,CARBORUNDUM
3333,TELA PULIMETAL 12 X 25 MTS A-36 PROFES,UND ,1,CARBORUNDUM
3334,BLANCO DE LLAVE MA-1 REF: 1090-H,C100,100,FLEXON
3334,BLANCO DE LLAVE MA-1 REF: 1090-H,C50 ,50,FLEXON
3334,BLANCO DE LLAVE MA-1 REF: 1090-H,UND ,1,FLEXON
3335,GANCHO TEJA P/ESTRUC METAL C18 IND,BOL ,1000,INDUMA
3335,GANCHO TEJA P/ESTRUC METAL C18 IND,MIL ,1000,INDUMA
3335,GANCHO TEJA P/ESTRUC METAL C18 IND,UND ,1,INDUMA
3336,VALVULA SALID SANIT BLCO 011910-15,UND ,1,GRICOL
3337,CUERPO LATERAL LAVM PLAST RB-0142-04,UND ,1,GRICOL
3338,BRAZO LAVM PLAST CROM 8pg RB0144-11,UND ,1,GRICOL
3339,BRAZO LAVP PLAST CROM 18mm RB0170-11,UND ,1,GRICOL
3340,BRAZO LAVP T/CISNE PLAST 19mm RB0297-11,UND ,1,GRICOL
3342,TELA FLEXIBLE 6 X 25 MTS PATELOX A-120,UND ,1,CARBORUNDUM
3343,TELA FLEXIBLE 6 X 25 MTS PATELOX A-100,UND ,1,CARBORUNDUM
3344,TELA FLEXIBLE 6 X 25 MTS PATELOX A-180,UND ,1,CARBORUNDUM
3345,FIBRO DISCO  A-24  - 4.1/2,UND ,1,CARBORUNDUM
3346,FIBRO DISCO A-36  - 4.1/2,UND ,1,CARBORUNDUM
3347,FIBRO DISCO A-60 - 4.1/2,UND ,1,CARBORUNDUM
3348,FIBRO DISCO A-80 - 4.1/2,UND ,1,CARBORUNDUM
3349,FIBRO DISCO A-100 - 4.1/2,UND ,1,CARBORUNDUM
3350,VALVULA DOBLE UNIVERSAL 1/2 LISA 3027 PC,UND ,1,PCP
3351,VERA PACK  N°  1,UND ,1,VERA
3352,VERA PACK  N° 2,UND ,1,VERA
3353,VERA PACK  N° 3,UND ,1,VERA
3354,VERA PACK  N° 4,UND ,1,VERA
3355,VERA PACK  N° 5,UND ,1,VERA
3359,GRAPA CONDUIT 3/8 CAL 20  J.G,B100,100,J.G
3359,GRAPA CONDUIT 3/8 CAL 20  J.G,UND ,1,J.G
3360,GRAPA CONDUIT 1/2CAL 20  J.G,B100,100,J.G
3360,GRAPA CONDUIT 1/2CAL 20  J.G,UND ,1,J.G
3361,GRAPA CONDUIT 3/4 CAL 20  J.G,B100,100,J.G
3361,GRAPA CONDUIT 3/4 CAL 20  J.G,UND ,1,J.G
3362,GRAPA CONDUIT 1 CAL 20  J.G,B100,100,J.G
3362,GRAPA CONDUIT 1 CAL 20  J.G,UND ,1,J.G
3363,GRAPA CONDUIT 1.1/4 CAL 20  J.G,B50 ,50,J.G
3363,GRAPA CONDUIT 1.1/4 CAL 20  J.G,UND ,1,J.G
3364,GRAPA CONDUIT 1.1/2 CAL 20  J.G,B50 ,50,J.G
3364,GRAPA CONDUIT 1.1/2 CAL 20  J.G,UND ,1,J.G
3365,GRAPA CONDUIT 2 CAL 20  J.G,B25 ,25,J.G
3365,GRAPA CONDUIT 2 CAL 20  J.G,UND ,1,J.G
3366,MEZC LAVP T/ARCO ORO CROM 010801-30 CALI,UND ,1,GRICOL
3367,REGISTRO GALAXIE+ REGAD OFERT 610160001,UND ,1,GRIVAL
3368,MEZC LAVM 610180001 PRYSMA (X4),B4  ,4,GRIVAL
3368,MEZC LAVM 610180001 PRYSMA (X4),BOL ,4,GRIVAL
3368,MEZC LAVM 610180001 PRYSMA (X4),UND ,1,GRIVAL
3369,ASIENTO SANIT+PERCHERO 610200001 NILO,UND ,1,GRIVAL
3370,MEZC LAVP 610290001 GALAX (X3),B3  ,3,GRIVAL
3370,MEZC LAVP 610290001 GALAX (X3),BOL ,3,GRIVAL
3370,MEZC LAVP 610290001 GALAX (X3),UND ,1,GRIVAL
3371,REJILLA RED NEUTRO 3pg 937050001,UND ,1,GRIVAL
3372,VALVULA ENT 26cm 806330001 ATLAS,UND ,1,GRIVAL
3373,CANASTILLA LAVAPLATOS 4   93500001,UND ,1,GRIVAL
3374,LLAVE AUTOMAT CROM  MESA 711000001,UND ,1,GRIVAL
3376,CABALLETE PLEGABLE CON 2 PRENS11020,UND ,1,STANLEY BLACK & DECKER
3377,DESAGUE SENC INTEGRAL C/REBOSE 931100001,C20 ,20,GRIVAL
3377,DESAGUE SENC INTEGRAL C/REBOSE 931100001,UND ,1,GRIVAL
3378,SILICONA GRIS 50ml  SB4547SIG S/BLISTER,UND ,1,SINTECO
3379,SILICONA GRIS 70ml  4548SIG S/BLISTER,UND ,1,ITW COLOMBIA
3380,SILICONA GRIS 50ml  4546SIG C/BLISTER,C12 ,12,ITW COLOMBIA
3380,SILICONA GRIS 50ml  4546SIG C/BLISTER,UND ,1,ITW COLOMBIA
3381,SILICONA GRIS 70ml  4545SIG C/BLISTER,UND ,1,ITW COLOMBIA
3382,TOMA TEL AMERICANO DOBLE AST ULT 144323B,UND ,1,CILES
3383,KOLMADERA 32801D06 160 gms,UND ,1,INVESA
3384,KOLMADERA 32801D07 300 gms,UND ,1,INVESA
3385,KOLMADERA 32801D08 480 gms,UND ,1,INVESA
3386,KOLMADERA 32801D11 1 KILO,UND ,1,INVESA
3387,KOLMADERA 32801D14 4 KILOS,UND ,1,INVESA
3388,KOLMADERA 32801D16 20 KILOS,UND ,1,INVESA
3389,KOLMADERA 32801D21 200 KILOS,UND ,1,INVESA
3390,MANGUERA PLAST BEIG RB0596-22,UND ,1,GRICOL
3391,MANGO DUCHA TELEF BEIG RB0599-22,UND ,1,GRICOL
3392,MEZC LAVP T/ARCO TRANS 8pg 010928-00HELV,UND ,1,GRICOL
3393,ESCUDO DUCHA PLAT RB0287-11,UND ,1,GRICOL
3394,MANIJA PEQ INS GRAFI RB0691-02 PLATI,UND ,1,GRICOL
3395,MOLINO  VICTORIA,UND ,1,MU MECANICOS UNIDOS
3396,TOLVA MOLINO VICTORIA 1B,UND ,1,MU MECANICOS UNIDOS
3397,TORNILLO PRENSA  N° 3 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3397,TORNILLO PRENSA  N° 3 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3398,MANUBRIO COMPLETO   4 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3399,TORNILLO MANUBRIO   5 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3399,TORNILLO MANUBRIO   5 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3400,DISCO  MOLEDOR FIJO 6 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3401,DISCO GIRATORIO   7 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3402,GUARDIAN RECOLECTOR DE 1.5 LTS ALUMCOR,UND ,1,MU MECANICOS UNIDOS
3403,BASTIDOR COMPLETO CABEZAL 8C VICTORIA,UND ,1,MU MECANICOS UNIDOS
3404,CHAPOLA PEQUENA   9 VICTORIA            ,B6  ,6,MU MECANICOS UNIDOS
3404,CHAPOLA PEQUENA   9 VICTORIA            ,UND ,1,MU MECANICOS UNIDOS
3405,ANILLO AJUSTADOR  10 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3405,ANILLO AJUSTADOR  10 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3406,PASADOR DEL GUSANO  11 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3406,PASADOR DEL GUSANO  11 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3407,GUSANO SOLO 12 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3408,GUSANO COMPLETO 12C VICTORIA,UND ,1,MU MECANICOS UNIDOS
3409,CHAPOLA GRANDE 13 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3409,CHAPOLA GRANDE 13 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3410,TORNILLO AJUSTADOR 14 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3410,TORNILLO AJUSTADOR 14 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3411,TORNILLO CHAPOLA  16 VICTORIA           ,B6  ,6,MU MECANICOS UNIDOS
3411,TORNILLO CHAPOLA  16 VICTORIA           ,UND ,1,MU MECANICOS UNIDOS
3412,REMACHE CABEZAL  17 VICTORIA            ,B6  ,6,MU MECANICOS UNIDOS
3412,REMACHE CABEZAL  17 VICTORIA            ,UND ,1,MU MECANICOS UNIDOS
3413,MUNICION ESFERA   18 VICTORIA           ,B6  ,6,MU MECANICOS UNIDOS
3413,MUNICION ESFERA   18 VICTORIA           ,UND ,1,MU MECANICOS UNIDOS
3414,ARANDELA MUNICION ESFERA 19 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3414,ARANDELA MUNICION ESFERA 19 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3415,TORNILLO DEL DISCO FIJO 20 VICTORIA,B6  ,6,MU MECANICOS UNIDOS
3415,TORNILLO DEL DISCO FIJO 20 VICTORIA,UND ,1,MU MECANICOS UNIDOS
3416,ARANDELA  DEL TORNILLO PRENSA 21 VICTORI,B6  ,6,MU MECANICOS UNIDOS
3416,ARANDELA  DEL TORNILLO PRENSA 21 VICTORI,UND ,1,MU MECANICOS UNIDOS
3417,ESCOBILLA PLASTICA 22 ASPAS HERR,UND ,1,HERRAGRO
3418,CUCHILLA PALMA 45 CMS X 1 CL13 3902 HERR,UND ,1,HERRAGRO
3419,LIMA TRIANGULAR C/M 6Pg  HERR,C12 ,12,HERRAGRO
3419,LIMA TRIANGULAR C/M 6Pg  HERR,UND ,1,HERRAGRO
3420,LIMA TRIANGULAR S/M 6Pg  HERR,C12 ,12,HERRAGRO
3420,LIMA TRIANGULAR S/M 6Pg  HERR,UND ,1,HERRAGRO
3421,LIMA MOTOSIERRA 3/16 X 8  HERR,C12 ,12,HERRAGRO
3421,LIMA MOTOSIERRA 3/16 X 8  HERR,UND ,1,HERRAGRO
3422,LIMA MOTOSIERRA 7/32 X8  HERR,C12 ,12,HERRAGRO
3422,LIMA MOTOSIERRA 7/32 X8  HERR,UND ,1,HERRAGRO
3423,GENERADOR DIESSEL GD6250  HERRAGRO,UND ,1,HERRAGRO
3424,PASADOR ALEMAN ZIN CT 2pg IND           ,C12 ,12,INDUMA
3424,PASADOR ALEMAN ZIN CT 2pg IND           ,C30 ,30,INDUMA
3424,PASADOR ALEMAN ZIN CT 2pg IND           ,C360,360,INDUMA
3424,PASADOR ALEMAN ZIN CT 2pg IND           ,CJA ,12,INDUMA
3424,PASADOR ALEMAN ZIN CT 2pg IND           ,UND ,1,INDUMA
3425,CARRETILLA COSTEÑA RIN PLASTICO,UND ,1,IMSA
3426,RIN PLASTICO  8Pg,UND ,1,IMSA
3427,EXHIBIDOR BROCAS SURTIDO FORTE,UND ,1,OTROS
3428,ARNES 9059-51,UND ,1,ARSEG
3429,BISAG OMEGA PAV CT C16 3X1pg IND (X24),C24 ,24,INDUMA
3429,BISAG OMEGA PAV CT C16 3X1pg IND (X24),CJA ,24,INDUMA
3429,BISAG OMEGA PAV CT C16 3X1pg IND (X24),UND ,1,INDUMA
3430,BISAGRA OMEGA ZINCADO CT C16 3x1IN,C22 ,22,INDUMA
3430,BISAGRA OMEGA ZINCADO CT C16 3x1IN,C24 ,24,INDUMA
3430,BISAGRA OMEGA ZINCADO CT C16 3x1IN,C528,528,INDUMA
3430,BISAGRA OMEGA ZINCADO CT C16 3x1IN,CJA ,24,INDUMA
3430,BISAGRA OMEGA ZINCADO CT C16 3x1IN,UND ,1,INDUMA
3431,REMACHE CIEGO 4-4 BLANCO MEJ,C16 ,8000,C.A MEJIA
3431,REMACHE CIEGO 4-4 BLANCO MEJ,C500,500,C.A MEJIA
3431,REMACHE CIEGO 4-4 BLANCO MEJ,CJA ,500,C.A MEJIA
3431,REMACHE CIEGO 4-4 BLANCO MEJ,E8. ,8000,C.A MEJIA
3431,REMACHE CIEGO 4-4 BLANCO MEJ,MIL ,1000,C.A MEJIA
3431,REMACHE CIEGO 4-4 BLANCO MEJ,UND ,1,C.A MEJIA
3432,REMACHE CIEGO 5-4 BLANCO MEJ,C12 ,6000,C.A MEJIA
3432,REMACHE CIEGO 5-4 BLANCO MEJ,C500,500,C.A MEJIA
3432,REMACHE CIEGO 5-4 BLANCO MEJ,CJA ,500,C.A MEJIA
3432,REMACHE CIEGO 5-4 BLANCO MEJ,E3. ,3000,C.A MEJIA
3432,REMACHE CIEGO 5-4 BLANCO MEJ,MIL ,1000,C.A MEJIA
3432,REMACHE CIEGO 5-4 BLANCO MEJ,UND ,1,C.A MEJIA
3433,REMACHE CIEGO 5-6 BLANCO MEJ,C12 ,6000,C.A MEJIA
3433,REMACHE CIEGO 5-6 BLANCO MEJ,C500,500,C.A MEJIA
3433,REMACHE CIEGO 5-6 BLANCO MEJ,CJA ,500,C.A MEJIA
3433,REMACHE CIEGO 5-6 BLANCO MEJ,E3. ,3000,C.A MEJIA
3433,REMACHE CIEGO 5-6 BLANCO MEJ,MIL ,1000,C.A MEJIA
3433,REMACHE CIEGO 5-6 BLANCO MEJ,UND ,1,C.A MEJIA
3434,LLAVE LAVP T/CISNE CROM 011231-11 VICT,UND ,1,GRICOL
3435,BASE PLATAF PLAST NGR RB0135-07,UND ,1,GRICOL
3436,MANGUERA METAL CROM RB0593-11,UND ,1,GRICOL
3437,TORRE MULTIPLE METAL CERAM DER RB0291-12,UND ,1,GRICOL
3438,MANIJA GRANDE CROM RB0335-11 CALI,UND ,1,GRICOL
3439,ESCUDO DUCHA CROM RB1147-11,UND ,1,GRICOL
3440,TORRE DUCHA CERAM DER RB0290-12,UND ,1,GRICOL
3441,MEG LLAVE LAVP+CONECSANIT11162-00KRIS(X4,B4  ,4,GRICOL
3441,MEG LLAVE LAVP+CONECSANIT11162-00KRIS(X4,BOL ,4,GRICOL
3441,MEG LLAVE LAVP+CONECSANIT11162-00KRIS(X4,UND ,1,GRICOL
3442,MEG MEZC LAVPCROM8+2CONEC10950-11HELV(X4,B4  ,4,GRICOL
3442,MEG MEZC LAVPCROM8+2CONEC10950-11HELV(X4,BOL ,4,GRICOL
3442,MEG MEZC LAVPCROM8+2CONEC10950-11HELV(X4,UND ,1,GRICOL
3443,MEG MEZC LAVP 8+2CONEC 011164-00 KRIS(X4,B4  ,4,GRICOL
3443,MEG MEZC LAVP 8+2CONEC 011164-00 KRIS(X4,BOL ,4,GRICOL
3443,MEG MEZC LAVP 8+2CONEC 011164-00 KRIS(X4,UND ,1,GRICOL
3444,MEG SIFON /P +ADAPT 1.1/2 011985-15(X6),B6  ,6,GRICOL
3444,MEG SIFON /P +ADAPT 1.1/2 011985-15(X6),BOL ,6,GRICOL
3444,MEG SIFON /P +ADAPT 1.1/2 011985-15(X6),UND ,1,GRICOL
3445,MEG CANAST INOX-PLAST 4pg 011979-11(X6),B6  ,6,GRICOL
3445,MEG CANAST INOX-PLAST 4pg 011979-11(X6),BOL ,6,GRICOL
3445,MEG CANAST INOX-PLAST 4pg 011979-11(X6),UND ,1,GRICOL
3446,MEG MEZC LAVM 4+2CONEC 011163-00 KRIS(X3,B3  ,3,GRICOL
3446,MEG MEZC LAVM 4+2CONEC 011163-00 KRIS(X3,BOL ,3,GRICOL
3446,MEG MEZC LAVM 4+2CONEC 011163-00 KRIS(X3,UND ,1,GRICOL
3447,MEG LLAVE LAVM CROM+CONEC10908-11HELV(X6,B6  ,6,GRICOL
3447,MEG LLAVE LAVM CROM+CONEC10908-11HELV(X6,BOL ,6,GRICOL
3447,MEG LLAVE LAVM CROM+CONEC10908-11HELV(X6,UND ,1,GRICOL
3448,MEG CONJ GRIFER SANIT ECONO 011982-15(X6,B6  ,6,GRICOL
3448,MEG CONJ GRIFER SANIT ECONO 011982-15(X6,BOL ,6,GRICOL
3448,MEG CONJ GRIFER SANIT ECONO 011982-15(X6,UND ,1,GRICOL
3449,MEG VALV ENT SANIT LGA 011983-15 (X6),B6  ,6,GRICOL
3449,MEG VALV ENT SANIT LGA 011983-15 (X6),BOL ,6,GRICOL
3449,MEG VALV ENT SANIT LGA 011983-15 (X6),UND ,1,GRICOL
3450,MEG SIFON BOTELLA GRIS 011984-04 (X6),B6  ,6,GRICOL
3450,MEG SIFON BOTELLA GRIS 011984-04 (X6),BOL ,6,GRICOL
3450,MEG SIFON BOTELLA GRIS 011984-04 (X6),UND ,1,GRICOL
3451,MEG CANAST PLAST 4pg 011985-11 (X6),B6  ,6,GRICOL
3451,MEG CANAST PLAST 4pg 011985-11 (X6),BOL ,6,GRICOL
3451,MEG CANAST PLAST 4pg 011985-11 (X6),UND ,1,GRICOL
3452,MEG CANAST INOX TAPON 2pg 011986-07 (X4),B4  ,4,GRICOL
3452,MEG CANAST INOX TAPON 2pg 011986-07 (X4),BOL ,4,GRICOL
3452,MEG CANAST INOX TAPON 2pg 011986-07 (X4),UND ,1,GRICOL
3453,MEG REGISTRO P/DUCHA 011161-00 KRIS (X6),B6  ,6,GRICOL
3453,MEG REGISTRO P/DUCHA 011161-00 KRIS (X6),BOL ,6,GRICOL
3453,MEG REGISTRO P/DUCHA 011161-00 KRIS (X6),UND ,1,GRICOL
3454,MEG CONJ REGIS DUCHA URA (X4) 1054-15,B4  ,4,GRICOL
3454,MEG CONJ REGIS DUCHA URA (X4) 1054-15,BOL ,4,GRICOL
3454,MEG CONJ REGIS DUCHA URA (X4) 1054-15,UND ,1,GRICOL
3455,MEG CONJ REGISTRO DUCHA 010957-11HELV(X4,B4  ,4,GRICOL
3455,MEG CONJ REGISTRO DUCHA 010957-11HELV(X4,BOL ,4,GRICOL
3455,MEG CONJ REGISTRO DUCHA 010957-11HELV(X4,UND ,1,GRICOL
3456,MEG LLAVE LAVAD PLAST CROM011987-11(X6,B6  ,6,GRICOL
3456,MEG LLAVE LAVAD PLAST CROM011987-11(X6,BOL ,6,GRICOL
3456,MEG LLAVE LAVAD PLAST CROM011987-11(X6,UND ,1,GRICOL
3457,MEG LLAVE ABASTPLAST+CONECSANIT1198815X6,B6  ,6,GRICOL
3457,MEG LLAVE ABASTPLAST+CONECSANIT1198815X6,BOL ,6,GRICOL
3457,MEG LLAVE ABASTPLAST+CONECSANIT1198815X6,UND ,1,GRICOL
3458,MEG TORRE DUCHA HEXA METAL 010271-12(X6),B6  ,6,GRICOL
3458,MEG TORRE DUCHA HEXA METAL 010271-12(X6),BOL ,6,GRICOL
3458,MEG TORRE DUCHA HEXA METAL 010271-12(X6),UND ,1,GRICOL
3459,MEG LLAVE ABAST+CONECLAVM-LAMP01197811(6,B6  ,6,GRICOL
3459,MEG LLAVE ABAST+CONECLAVM-LAMP01197811(6,BOL ,6,GRICOL
3459,MEG LLAVE ABAST+CONECLAVM-LAMP01197811(6,UND ,1,GRICOL
3460,MEG TORRE MULT HEXA METAL 010270-13 (X6),B6  ,6,GRICOL
3460,MEG TORRE MULT HEXA METAL 010270-13 (X6),BOL ,6,GRICOL
3460,MEG TORRE MULT HEXA METAL 010270-13 (X6),UND ,1,GRICOL
3461,MEG LLAVE ABAST+CONEC SANIT 011988-11(X6,B6  ,6,GRICOL
3461,MEG LLAVE ABAST+CONEC SANIT 011988-11(X6,BOL ,6,GRICOL
3461,MEG LLAVE ABAST+CONEC SANIT 011988-11(X6,UND ,1,GRICOL
3462,MEG TORRE MULT HEXA PLAST 010200-15 (X6),B6  ,6,GRICOL
3462,MEG TORRE MULT HEXA PLAST 010200-15 (X6),BOL ,6,GRICOL
3462,MEG TORRE MULT HEXA PLAST 010200-15 (X6),UND ,1,GRICOL
3463,MEG CONEC LAVM-LAVP1/2X1/2 011989-15(X12,B12 ,12,GRICOL
3463,MEG CONEC LAVM-LAVP1/2X1/2 011989-15(X12,BOL ,12,GRICOL
3463,MEG CONEC LAVM-LAVP1/2X1/2 011989-15(X12,UND ,1,GRICOL
3464,MEG CONEC SANIT 1/2X7/8 011990-15 (X12),B12 ,12,GRICOL
3464,MEG CONEC SANIT 1/2X7/8 011990-15 (X12),BOL ,12,GRICOL
3464,MEG CONEC SANIT 1/2X7/8 011990-15 (X12),UND ,1,GRICOL
3465,MEG MANIJA GRANDE INSGRAF11149-00KRIS(X6,B6  ,6,GRICOL
3465,MEG MANIJA GRANDE INSGRAF11149-00KRIS(X6,BOL ,6,GRICOL
3465,MEG MANIJA GRANDE INSGRAF11149-00KRIS(X6,UND ,1,GRICOL
3466,MEG MANIJA GRANDE INSGRAF 1199300URAN(X6,B6  ,6,GRICOL
3466,MEG MANIJA GRANDE INSGRAF 1199300URAN(X6,BOL ,6,GRICOL
3466,MEG MANIJA GRANDE INSGRAF 1199300URAN(X6,UND ,1,GRICOL
3467,VALVULA ENT SANIT NIEVE13cm580039 PHOEN ,UND ,1,GERFOR
3468,MANIJA TANQUE CURVO P/SANIT CROMO 580760,C400,400,GERFOR
3468,MANIJA TANQUE CURVO P/SANIT CROMO 580760,UND ,1,GERFOR
3469,MEZC LAVP T/CISNE CROM 8pg 581002 DIAMT ,UND ,1,GERFOR
3470,MEZC LAVP T/CISNE CROM 8pg 581422 MANAN ,UND ,1,GERFOR
3471,LLAVE LAVP T/GANSO NIEVE 581326 AQUA,UND ,1,GERFOR
3472,LLAVE EXTENS MANGUERA CROM 580904,C300,300,GERFOR
3472,LLAVE EXTENS MANGUERA CROM 580904,UND ,1,GERFOR
3473,CANAST LAVP INOX 2pg 580125             ,UND ,1,GERFOR
3474,REGADERA ARCO CROM 580852               ,C180,180,GERFOR
3474,REGADERA ARCO CROM 580852               ,UND ,1,GERFOR
3475,AIREADOR LAVP CROM 580256               ,C1.5,1500,GERFOR
3475,AIREADOR LAVP CROM 580256               ,UND ,1,GERFOR
3476,ESCUDO REGADERA CROM 581200             ,UND ,1,GERFOR
3477,CONJ BRAZO FLOTA VALV D/ENT 22cm 580046 ,C400,400,GERFOR
3477,CONJ BRAZO FLOTA VALV D/ENT 22cm 580046 ,UND ,1,GERFOR
3478,MANIJA CUADR ESTR TRANS 581100 DIAMT    ,UND ,1,GERFOR
3479,MANIJA CUADR ESTR TRANS 581102 DIAMT    ,UND ,1,GERFOR
3480,CONJ REGISTRO DUCHA CROM 581375 AQUA    ,UND ,1,GERFOR
3481,LIJA DRYFLEX  9 X11   80  (X50) ABR,C50 ,50,ABRACOL
3481,LIJA DRYFLEX  9 X11   80  (X50) ABR,PTE ,50,ABRACOL
3481,LIJA DRYFLEX  9 X11   80  (X50) ABR,UND ,1,ABRACOL
3482,LIJA DRYFLEX  9 X11  100  (X50)  ABR,C50 ,50,ABRACOL
3482,LIJA DRYFLEX  9 X11  100  (X50)  ABR,PTE ,50,ABRACOL
